t,node,online,ssid,rssi,near_cm,near,pass_cm,pass_blocked,cam_on,die_c,heap
1788446419.8,zone-reception,1,charon,-34,70.6,1,-1.0,0,1,71.1,172076
1788446419.8,zone-warehouse,1,charon,-14,98.0,1,-1.0,0,1,73.3,172088
1788446419.8,zone-workshop,1,charon,-48,85.5,1,-1.0,0,1,79.6,172252
1788446419.8,zone-server,1,charon,-56,36.9,1,-1.0,0,1,74.4,172192
1788446421.2,gate-in,1,charon,-37,32.2,1,50.0,1,1,69.6,172112
1788446421.2,gate-out,1,charon,-48,52.0,1,16.7,1,1,66.5,172288
1788446421.2,zone-reception,1,charon,-34,50.3,1,-1.0,0,1,71.1,172076
1788446421.2,zone-warehouse,1,charon,-14,69.3,1,-1.0,0,1,73.3,172088
1788446421.2,zone-workshop,1,charon,-59,85.9,1,-1.0,0,1,79.6,172244
1788446421.2,zone-server,1,charon,-56,37.4,1,-1.0,0,1,74.4,172192
1788446423.7,gate-in,1,charon,-36,32.2,1,33.8,1,1,69.6,172112
1788446423.7,gate-out,1,charon,-48,56.7,1,16.7,1,1,66.5,172288
1788446423.7,zone-reception,1,charon,-34,43.6,1,-1.0,0,1,71.1,172084
1788446423.7,zone-warehouse,1,charon,-14,98.0,1,-1.0,0,1,73.3,172088
1788446423.7,zone-workshop,1,charon,-65,85.5,1,-1.0,0,1,79.6,172252
1788446423.7,zone-server,1,charon,-55,36.9,1,-1.0,0,1,74.4,172192
1788446425.5,gate-in,1,charon,-36,33.5,1,50.0,1,1,69.6,172112
1788446425.5,gate-out,1,charon,-48,19.8,1,16.7,1,1,66.5,172288
1788446425.5,zone-reception,1,charon,-33,74.6,1,-1.0,0,1,71.1,172076
1788446425.5,zone-warehouse,1,charon,-14,98.4,1,-1.0,0,1,73.3,172088
1788446425.5,zone-workshop,1,charon,-68,85.1,1,-1.0,0,1,79.6,172244
1788446425.5,zone-server,1,charon,-55,35.7,1,-1.0,0,1,75.4,172192
1788446427.7,gate-in,1,charon,-37,34.8,1,50.0,1,1,69.6,172112
1788446427.7,gate-out,1,charon,-48,43.6,1,16.7,1,1,66.5,172288
1788446427.7,zone-reception,1,charon,-34,69.8,1,-1.0,0,1,71.1,172076
1788446427.7,zone-warehouse,1,charon,-14,98.0,1,-1.0,0,1,73.3,172088
1788446427.7,zone-workshop,1,charon,-74,85.9,1,-1.0,0,1,79.6,172252
1788446427.7,zone-server,1,charon,-53,35.7,1,-1.0,0,1,74.4,172192
1788446429.7,gate-in,1,charon,-36,32.7,1,50.9,1,1,69.6,172112
1788446429.7,gate-out,1,charon,-48,53.9,1,16.7,1,1,66.5,172288
1788446429.7,zone-reception,1,charon,-34,71.4,1,-1.0,0,1,71.1,172076
1788446429.7,zone-warehouse,1,charon,-14,99.0,1,-1.0,0,1,73.3,172088
1788446429.7,zone-workshop,1,charon,-74,60.2,1,-1.0,0,1,79.6,172244
1788446429.7,zone-server,1,charon,-53,37.3,1,-1.0,0,1,74.4,172192
1788446431.1,gate-in,1,charon,-35,33.5,1,50.0,1,1,69.6,172112
1788446431.1,gate-out,1,charon,-47,43.6,1,16.7,1,1,66.5,172288
1788446431.1,zone-reception,1,charon,-33,40.0,1,-1.0,0,1,71.1,171864
1788446431.1,zone-warehouse,1,charon,-15,91.8,1,-1.0,0,1,73.3,172088
1788446431.1,zone-workshop,1,charon,-75,85.9,1,-1.0,0,1,79.6,172252
1788446431.1,zone-server,1,charon,-54,37.4,1,-1.0,0,1,74.4,172192
1788446432.6,gate-in,1,charon,-35,32.2,1,50.5,1,1,69.6,172112
1788446432.6,gate-out,1,charon,-48,43.6,1,16.7,1,1,66.5,172288
1788446432.6,zone-reception,1,charon,-33,67.8,1,-1.0,0,1,71.1,172076
1788446432.6,zone-warehouse,1,charon,-15,71.2,1,-1.0,0,1,73.3,172088
1788446432.6,zone-workshop,1,charon,-78,85.1,1,-1.0,0,1,79.6,172244
1788446432.6,zone-server,1,charon,-54,34.4,1,-1.0,0,1,74.4,172192
1788446435.4,gate-in,1,charon,-35,32.7,1,50.0,1,1,69.6,172112
1788446435.4,gate-out,1,charon,-48,41.5,1,10.7,1,1,66.5,172288
1788446435.4,zone-reception,1,charon,-34,6.4,1,-1.0,0,1,71.1,172088
1788446435.4,zone-warehouse,1,charon,-15,98.9,1,-1.0,0,1,73.3,172088
1788446435.4,zone-workshop,1,charon,-74,85.5,1,-1.0,0,1,79.6,172252
1788446435.4,zone-server,1,charon,-53,36.9,1,-1.0,0,1,74.4,172192
1788446436.8,gate-in,1,charon,-36,32.7,1,50.5,1,1,69.6,172112
1788446436.8,gate-out,1,charon,-48,16.6,1,16.7,1,1,66.5,172288
1788446436.8,zone-reception,1,charon,-35,43.6,1,-1.0,0,1,71.1,172088
1788446436.8,zone-warehouse,1,charon,-14,98.1,1,-1.0,0,1,73.3,172088
1788446436.8,zone-workshop,1,charon,-67,85.2,1,-1.0,0,1,79.6,172244
1788446436.8,zone-server,1,charon,-53,36.9,1,-1.0,0,1,74.4,172192
1788446438.4,gate-in,1,charon,-36,32.2,1,50.5,1,1,69.6,172112
1788446438.4,gate-out,1,charon,-49,50.3,1,16.7,1,1,66.5,172288
1788446438.4,zone-reception,1,charon,-33,50.2,1,-1.0,0,1,71.1,172088
1788446438.4,zone-warehouse,1,charon,-14,73.9,1,-1.0,0,1,73.3,172088
1788446438.4,zone-workshop,1,charon,-67,77.7,1,-1.0,0,1,79.6,172252
1788446438.4,zone-server,1,charon,-53,36.9,1,-1.0,0,1,75.4,172192
1788446439.9,gate-in,1,charon,-36,36.1,1,7.4,1,1,69.6,172112
1788446439.9,gate-out,1,charon,-47,66.9,1,16.7,1,1,66.5,172288
1788446439.9,zone-reception,1,charon,-33,62.4,1,-1.0,0,1,71.1,172088
1788446439.9,zone-warehouse,1,charon,-14,60.4,1,-1.0,0,1,73.3,172088
1788446439.9,zone-workshop,1,charon,-57,59.9,1,-1.0,0,1,79.6,172244
1788446439.9,zone-server,1,charon,-55,37.4,1,-1.0,0,1,74.4,172192
1788446442.6,gate-in,1,charon,-36,37.1,1,49.6,1,1,69.6,172112
1788446442.6,gate-out,1,charon,-50,66.9,1,16.7,1,1,66.5,172288
1788446442.6,zone-reception,1,charon,-34,36.1,1,-1.0,0,1,71.1,172088
1788446442.6,zone-warehouse,1,charon,-15,99.0,1,-1.0,0,1,73.3,172088
1788446442.6,zone-workshop,1,charon,-53,86.1,1,-1.0,0,1,79.6,172252
1788446442.6,zone-server,1,charon,-58,35.7,1,-1.0,0,1,74.4,172192
1788446444.1,gate-in,1,charon,-36,34.8,1,50.5,1,1,69.6,172112
1788446444.1,gate-out,1,charon,-56,66.8,1,16.7,1,1,66.5,172288
1788446444.1,zone-reception,1,charon,-33,39.6,1,-1.0,0,1,71.1,172088
1788446444.1,zone-warehouse,1,charon,-13,57.0,1,-1.0,0,1,73.3,172088
1788446444.1,zone-workshop,1,charon,-63,86.0,1,-1.0,0,1,80.6,172012
1788446444.1,zone-server,1,charon,-51,19.1,1,-1.0,0,1,74.4,172192
1788446446.8,gate-in,1,charon,-35,33.5,1,50.5,1,1,69.6,172112
1788446446.8,gate-out,1,charon,-56,66.3,1,16.7,1,1,66.5,172288
1788446446.8,zone-reception,1,charon,-34,65.1,1,-1.0,0,1,71.1,172088
1788446446.8,zone-warehouse,1,charon,-13,98.1,1,-1.0,0,1,73.3,172088
1788446446.8,zone-workshop,1,charon,-58,100.1,1,-1.0,0,1,79.6,172228
1788446446.8,zone-server,1,charon,-50,36.9,1,-1.0,0,1,74.4,172192
1788446448.1,gate-in,1,charon,-35,36.2,1,49.2,1,1,69.6,172112
1788446448.1,gate-out,1,charon,-58,43.6,1,16.7,1,1,66.5,172288
1788446448.1,zone-reception,1,charon,-34,76.4,1,-1.0,0,1,71.1,172088
1788446448.1,zone-warehouse,1,charon,-14,98.0,1,-1.0,0,1,73.3,172088
1788446448.1,zone-workshop,1,charon,-50,37.6,1,-1.0,0,1,79.6,172228
1788446448.1,zone-server,1,charon,-51,36.9,1,-1.0,0,1,74.4,172192
1788446449.5,gate-in,1,charon,-36,33.5,1,49.6,1,1,69.6,172112
1788446449.5,gate-out,1,charon,-52,86.9,1,17.1,1,1,66.5,172288
1788446449.5,zone-reception,1,charon,-34,65.0,1,-1.0,0,1,71.1,172088
1788446449.5,zone-warehouse,1,charon,-14,98.5,1,-1.0,0,1,73.3,172088
1788446449.5,zone-workshop,1,charon,-66,30.4,1,-1.0,0,1,79.6,172228
1788446449.5,zone-server,1,charon,-53,28.2,1,-1.0,0,1,74.4,172192
1788446451.1,gate-in,1,charon,-36,21.9,1,50.0,1,1,69.6,172112
1788446451.1,gate-out,1,charon,-53,38.4,1,37.2,1,1,66.5,172288
1788446451.1,zone-reception,1,charon,-34,76.0,1,-1.0,0,1,71.1,172088
1788446451.1,zone-warehouse,1,charon,-15,98.5,1,-1.0,0,1,73.3,172088
1788446451.1,zone-workshop,1,charon,-52,30.4,1,-1.0,0,1,79.6,172228
1788446451.1,zone-server,1,charon,-54,28.2,1,-1.0,0,1,74.4,171976
1788446452.4,gate-in,1,charon,-37,33.5,1,50.0,1,1,69.6,172112
1788446452.4,gate-out,1,charon,-55,40.6,1,17.1,1,1,66.5,172288
1788446452.4,zone-reception,1,charon,-34,49.9,1,-1.0,0,1,71.1,172088
1788446452.4,zone-warehouse,1,charon,-14,98.1,1,-1.0,0,1,73.3,172088
1788446452.4,zone-workshop,1,charon,-50,31.7,1,-1.0,0,1,79.6,172228
1788446452.4,zone-server,1,charon,-57,29.9,1,-1.0,0,1,74.4,172192
1788446454.6,gate-in,1,charon,-38,32.2,1,50.0,1,1,69.6,172112
1788446454.6,gate-out,1,charon,-61,46.6,1,16.7,1,1,66.5,172288
1788446454.6,zone-reception,1,charon,-34,50.2,1,-1.0,0,1,71.1,172088
1788446454.6,zone-warehouse,1,charon,-13,98.6,1,-1.0,0,1,73.3,172088
1788446454.6,zone-workshop,1,charon,-50,85.7,1,-1.0,0,1,79.6,172228
1788446454.6,zone-server,1,charon,-61,28.2,1,-1.0,0,1,74.4,172192
1788446456.3,gate-in,1,charon,-36,32.2,1,50.9,1,1,69.6,172112
1788446456.3,gate-out,1,charon,-60,40.6,1,17.1,1,1,66.5,172288
1788446456.3,zone-reception,1,charon,-34,65.4,1,-1.0,0,1,71.1,172088
1788446456.3,zone-warehouse,1,charon,-14,74.6,1,-1.0,0,1,73.3,172088
1788446456.3,zone-workshop,1,charon,-49,62.8,1,-1.0,0,1,79.6,172228
1788446456.3,zone-server,1,charon,-56,36.9,1,-1.0,0,1,74.4,172192
1788446458.2,gate-in,1,charon,-36,32.2,1,51.7,1,1,69.6,172112
1788446458.2,gate-out,1,charon,-52,75.4,1,17.1,1,1,66.5,172288
1788446458.2,zone-reception,1,charon,-35,38.2,1,-1.0,0,1,71.1,172088
1788446458.2,zone-warehouse,1,charon,-15,98.1,1,-1.0,0,1,73.3,172088
1788446458.2,zone-workshop,1,charon,-51,58.5,1,-1.0,0,1,79.6,172228
1788446458.2,zone-server,1,charon,-54,36.9,1,-1.0,0,1,74.4,172192
1788446460.2,gate-in,1,charon,-36,32.2,1,49.6,1,1,69.6,172112
1788446460.2,gate-out,1,charon,-58,41.7,1,17.1,1,1,66.5,172288
1788446460.2,zone-reception,1,charon,-34,36.1,1,-1.0,0,1,71.1,172088
1788446460.2,zone-warehouse,1,charon,-13,97.7,1,-1.0,0,1,73.3,172088
1788446460.2,zone-workshop,1,charon,-54,83.9,1,-1.0,0,1,79.6,172228
1788446460.2,zone-server,1,charon,-60,37.4,1,-1.0,0,1,74.4,172192
1788446462.2,gate-in,1,charon,-36,33.5,1,50.5,1,1,69.6,172112
1788446462.2,gate-out,1,charon,-55,77.9,1,17.1,1,1,66.5,172288
1788446462.2,zone-reception,1,charon,-34,36.5,1,-1.0,0,1,71.1,172088
1788446462.2,zone-warehouse,1,charon,-15,84.7,1,-1.0,0,1,73.3,172088
1788446462.2,zone-workshop,0,,,,,,,,,
1788446462.2,zone-server,1,charon,-60,36.9,1,-1.0,0,1,74.4,172192
1788446467.3,gate-in,1,charon,-36,32.2,1,50.5,1,1,69.6,172112
1788446467.3,gate-out,1,charon,-52,57.3,1,17.1,1,1,66.5,172288
1788446467.3,zone-reception,1,charon,-35,33.5,1,-1.0,0,1,71.1,172088
1788446467.3,zone-warehouse,1,charon,-14,98.0,1,-1.0,0,1,73.3,172088
1788446467.3,zone-workshop,1,charon,-50,77.3,1,-1.0,0,1,79.6,172228
1788446467.3,zone-server,1,charon,-59,36.9,1,-1.0,0,1,74.4,172192
1788446469.8,gate-in,1,charon,-36,32.2,1,56.8,1,1,69.6,172112
1788446469.8,gate-out,1,charon,-52,55.7,1,23.1,1,1,66.5,172288
1788446469.8,zone-reception,1,charon,-34,63.0,1,-1.0,0,1,71.1,172088
1788446469.8,zone-warehouse,1,charon,-15,58.7,1,-1.0,0,1,73.3,172088
1788446469.8,zone-workshop,1,charon,-53,76.3,1,-1.0,0,1,79.6,172008
1788446469.8,zone-server,1,charon,-53,29.9,1,-1.0,0,1,74.4,172192
1788446472.3,gate-in,1,charon,-34,32.2,1,49.6,1,1,69.6,172112
1788446472.3,gate-out,1,charon,-55,55.7,1,16.7,1,1,66.5,172288
1788446472.3,zone-reception,1,charon,-34,56.6,1,-1.0,0,1,71.1,172088
1788446472.3,zone-warehouse,1,charon,-15,98.9,1,-1.0,0,1,73.3,172088
1788446472.3,zone-workshop,1,charon,-50,76.0,1,-1.0,0,1,79.6,172228
1788446472.3,zone-server,1,charon,-53,22.9,1,-1.0,0,1,74.4,172192
1788446473.8,gate-in,1,charon,-36,32.2,1,50.5,1,1,69.6,172112
1788446473.8,gate-out,1,charon,-49,55.7,1,70.3,1,1,66.5,172288
1788446473.8,zone-reception,1,charon,-34,43.8,1,-1.0,0,1,71.1,172088
1788446473.8,zone-warehouse,1,charon,-14,97.6,1,-1.0,0,1,73.3,172088
1788446473.8,zone-workshop,1,charon,-54,71.3,1,-1.0,0,1,79.6,172228
1788446473.8,zone-server,1,charon,-54,36.4,1,-1.0,0,1,74.4,172192
1788446475.5,gate-in,1,charon,-36,32.2,1,50.5,1,1,69.6,172112
1788446475.5,gate-out,1,charon,-50,56.2,1,16.7,1,1,66.5,172288
1788446475.5,zone-reception,1,charon,-34,52.3,1,-1.0,0,1,71.1,172088
1788446475.5,zone-warehouse,1,charon,-14,98.1,1,-1.0,0,1,73.3,172088
1788446475.5,zone-workshop,1,charon,-54,80.1,1,-1.0,0,1,79.6,172228
1788446475.5,zone-server,1,charon,-53,34.4,1,-1.0,0,1,74.4,172192
1788446477.7,gate-in,1,charon,-35,33.5,1,50.0,1,1,69.6,172112
1788446477.7,gate-out,1,charon,-49,55.7,1,17.1,1,1,66.5,172288
1788446477.7,zone-reception,1,charon,-34,38.2,1,-1.0,0,1,71.1,172088
1788446477.7,zone-warehouse,1,charon,-15,98.1,1,-1.0,0,1,73.3,172088
1788446477.7,zone-workshop,1,charon,-55,73.5,1,-1.0,0,1,79.6,172228
1788446477.7,zone-server,1,charon,-54,36.4,1,-1.0,0,1,74.4,172192
1788446479.5,gate-in,1,charon,-35,32.2,1,49.0,1,1,69.6,172112
1788446479.5,gate-out,1,charon,-49,33.7,1,16.7,1,1,66.5,172288
1788446479.5,zone-reception,1,charon,-34,38.2,1,-1.0,0,1,71.1,172088
1788446479.5,zone-warehouse,1,charon,-14,67.4,1,-1.0,0,1,73.3,172088
1788446479.5,zone-workshop,1,charon,-54,72.1,1,-1.0,0,1,79.6,172228
1788446479.5,zone-server,1,charon,-54,29.9,1,-1.0,0,1,74.4,172192
1788446481.1,gate-in,1,charon,-35,33.5,1,50.0,1,1,69.6,172112
1788446481.1,gate-out,1,charon,-49,55.3,1,16.7,1,1,66.5,172288
1788446481.1,zone-reception,1,charon,-34,36.1,1,-1.0,0,1,71.1,172088
1788446481.1,zone-warehouse,1,charon,-14,98.4,1,-1.0,0,1,73.3,172088
1788446481.1,zone-workshop,1,charon,-55,67.1,1,-1.0,0,1,79.6,172228
1788446481.1,zone-server,1,charon,-55,36.4,1,-1.0,0,1,74.4,172192
1788446482.4,gate-in,1,charon,-36,32.2,1,50.0,1,1,69.6,172112
1788446482.4,gate-out,1,charon,-49,17.5,1,16.7,1,1,66.5,172288
1788446482.4,zone-reception,1,charon,-34,60.3,1,-1.0,0,1,71.1,172088
1788446482.4,zone-warehouse,1,charon,-14,98.0,1,-1.0,0,1,73.3,172088
1788446482.4,zone-workshop,1,charon,-55,84.7,1,-1.0,0,1,79.6,172228
1788446482.4,zone-server,1,charon,-58,29.9,1,-1.0,0,1,74.4,172192
1788446484.4,gate-in,1,charon,-35,32.2,1,50.0,1,1,69.6,172112
1788446484.4,gate-out,1,charon,-50,55.8,1,16.7,1,1,66.5,172288
1788446484.4,zone-reception,1,charon,-33,50.2,1,-1.0,0,1,71.1,172088
1788446484.4,zone-warehouse,1,charon,-13,98.0,1,-1.0,0,1,73.3,172088
1788446484.4,zone-workshop,1,charon,-64,83.0,1,-1.0,0,1,79.6,172228
1788446484.4,zone-server,1,charon,-57,20.4,1,-1.0,0,1,74.4,172192
1788446486.5,gate-in,1,charon,-35,32.2,1,2.6,1,1,69.6,172112
1788446486.5,gate-out,1,charon,-49,43.6,1,16.7,1,1,66.5,172288
1788446486.5,zone-reception,1,charon,-34,36.1,1,-1.0,0,1,71.1,172088
1788446486.5,zone-warehouse,1,charon,-16,62.2,1,-1.0,0,1,73.3,172088
1788446486.5,zone-workshop,1,charon,-63,77.1,1,-1.0,0,1,79.6,172228
1788446486.5,zone-server,1,charon,-55,36.9,1,-1.0,0,1,74.4,172192
1788446489.2,gate-in,1,charon,-35,33.5,1,50.5,1,1,69.6,172112
1788446489.2,gate-out,1,charon,-50,57.0,1,16.7,1,1,66.5,172288
1788446489.2,zone-reception,1,charon,-34,50.8,1,-1.0,0,1,71.1,172088
1788446489.2,zone-warehouse,1,charon,-13,98.5,1,-1.0,0,1,73.3,172088
1788446489.2,zone-workshop,1,charon,-68,58.9,1,-1.0,0,1,79.6,172228
1788446489.2,zone-server,1,charon,-53,36.9,1,-1.0,0,1,74.4,172192
1788446492.8,gate-in,1,charon,-35,33.5,1,50.0,1,1,69.6,172112
1788446492.8,gate-out,1,charon,-49,59.2,1,16.7,1,1,66.5,172288
1788446492.8,zone-reception,1,charon,-34,56.7,1,-1.0,0,1,71.1,172088
1788446492.8,zone-warehouse,1,charon,-14,98.1,1,-1.0,0,1,73.3,172088
1788446492.8,zone-workshop,0,,,,,,,,,
1788446492.8,zone-server,1,charon,-50,36.9,1,-1.0,0,1,74.4,172192
1788446497.2,gate-in,1,charon,-35,32.2,1,50.0,1,1,69.6,172112
1788446497.2,gate-out,1,charon,-49,43.6,1,16.7,1,1,66.5,172288
1788446497.2,zone-reception,1,charon,-33,75.4,1,-1.0,0,1,71.1,172088
1788446497.2,zone-warehouse,1,charon,-14,98.1,1,-1.0,0,1,73.3,172088
1788446497.2,zone-workshop,1,charon,-62,74.5,1,-1.0,0,1,79.6,172228
1788446497.2,zone-server,1,charon,-55,36.9,1,-1.0,0,1,74.4,172192
1788446499.7,gate-in,1,charon,-34,32.2,1,50.5,1,1,69.6,172112
1788446499.7,gate-out,1,charon,-50,50.5,1,16.7,1,1,66.5,172288
1788446499.7,zone-reception,1,charon,-34,66.3,1,-1.0,0,1,71.1,172088
1788446499.7,zone-warehouse,1,charon,-14,60.6,1,-1.0,0,1,72.3,172088
1788446499.7,zone-workshop,1,charon,-62,83.0,1,-1.0,0,1,79.6,172228
1788446499.7,zone-server,1,charon,-56,37.4,1,-1.0,0,1,74.4,172192
1788446501.6,gate-in,1,charon,-34,33.5,1,50.0,1,1,69.6,172112
1788446501.6,gate-out,1,charon,-51,57.5,1,16.7,1,1,66.5,172288
1788446501.6,zone-reception,1,charon,-34,43.2,1,-1.0,0,1,71.1,172088
1788446501.6,zone-warehouse,1,charon,-14,64.8,1,-1.0,0,1,72.3,172088
1788446501.6,zone-workshop,1,charon,-63,86.4,1,-1.0,0,1,79.6,172228
1788446501.6,zone-server,1,charon,-52,36.9,1,-1.0,0,1,74.4,172192
1788446504.1,gate-in,1,charon,-35,32.2,1,50.5,1,1,69.6,172112
1788446504.1,gate-out,1,charon,-49,55.3,1,16.7,1,1,66.5,172288
1788446504.1,zone-reception,1,charon,-34,38.2,1,-1.0,0,1,71.1,172088
1788446504.1,zone-warehouse,1,charon,-13,98.0,1,-1.0,0,1,72.3,172088
1788446504.1,zone-workshop,1,charon,-64,75.2,1,-1.0,0,1,79.6,172228
1788446504.1,zone-server,1,charon,-49,29.9,1,-1.0,0,1,74.4,172192
1788446507.4,gate-in,1,charon,-36,32.2,1,50.9,1,1,69.6,172112
1788446507.4,gate-out,1,charon,-49,59.3,1,15.8,1,1,66.5,172288
1788446507.4,zone-reception,1,charon,-34,44.0,1,-1.0,0,1,71.1,172088
1788446507.4,zone-warehouse,1,charon,-13,98.1,1,-1.0,0,1,72.3,172088
1788446507.4,zone-workshop,1,charon,-66,82.6,1,-1.0,0,1,78.6,172016
1788446507.4,zone-server,1,charon,-54,36.9,1,-1.0,0,1,74.4,172192
1788446509.6,gate-in,1,charon,-36,32.2,1,50.0,1,1,69.6,172112
1788446509.6,gate-out,1,charon,-50,55.3,1,15.8,1,1,66.5,172288
1788446509.6,zone-reception,1,charon,-34,66.3,1,-1.0,0,1,70.1,172088
